DIA_SEMANA;HORA;TEMPERATURA;UMIDADE;VELOCIDADE_VENTO;VISIBILIDADE;RADIACAO_SOLAR;CHUVA;NEVE;ESTACAO;FERIADO;FUNCIONAMENTO;BICICLETAS_ALUGADAS
sex;12;0.9;37;1.5;1283;1.12;0;0;inverno;não;sim;303
sex;13;1.6;29;2.2;1662;1.2;0;0;inverno;não;sim;294
sex;14;3.2;26;2.2;1499;1.16;0;0;inverno;não;sim;293
sex;15;3.6;26;2.4;1687;0.99;0;0;inverno;não;sim;310
sex;16;2.9;26;3;1968;0.69;0;0;inverno;não;sim;330
sex;17;2;25;2.3;1998;0.34;0;0;inverno;não;sim;382
sex;18;0.5;37;3;1733;0.06;0;0;inverno;não;sim;592
sex;19;-0.5;43;2.5;1666;0;0;0;inverno;não;sim;379
sex;20;-1.3;51;2.4;1481;0;0;0;inverno;não;sim;241
sex;21;-2;61;1.7;1655;0;0;0;inverno;não;sim;225
sex;22;-2.4;63;1.3;1523;0;0;0;inverno;não;sim;227
sex;23;-2.6;69;2;1434;0;0;0;inverno;não;sim;178
sab;0;-2.5;69;2.2;1366;0;0;0;inverno;não;sim;182
sab;1;-2.3;71;3.2;1078;0;0;0;inverno;não;sim;184
sab;2;-3.4;82;4.2;184;0;0;0;inverno;não;sim;123
sab;3;-4.4;80;4.3;346;0;0.1;0.1;inverno;não;sim;60
sab;4;-5.6;74;4;387;0;0;0.2;inverno;não;sim;35
sab;5;-6.3;65;3.9;1521;0;0;0.3;inverno;não;sim;31
sab;6;-7.8;57;4.8;1867;0;0.4;0.3;inverno;não;sim;33
sab;7;-8.8;58;4;1942;0;0;0.3;inverno;não;sim;67
sab;8;-9.5;56;3.5;1979;0.01;0;0.3;inverno;não;sim;116
sab;9;-9.4;47;3.3;1995;0.42;0;0.3;inverno;não;sim;168
sab;10;-8.5;43;4;1797;1.09;0;0.2;inverno;não;sim;144
sab;11;-7.7;41;4.6;1984;1.65;0;0.2;inverno;não;sim;195
sab;12;-6;38;3.4;1930;2.04;0;0;inverno;não;sim;192
sab;13;-5.8;38;3.7;1961;2.25;0;0;inverno;não;sim;229
sab;14;-5;31;4;2000;2.18;0;0;inverno;não;sim;196
sab;15;-4.5;31;4.3;1979;1.91;0;0;inverno;não;sim;210
sab;16;-4.2;31;3.5;1974;1.42;0;0;inverno;não;sim;205
sab;17;-5.6;32;4.6;2000;0.53;0;0;inverno;não;sim;211
sab;18;-6.6;36;4.4;2000;0.15;0;0;inverno;não;sim;175
sab;19;-7.6;32;4.8;2000;0;0;0;inverno;não;sim;135
sab;20;-8.5;31;4.1;2000;0;0;0;inverno;não;sim;109
sab;21;-9.1;38;2.7;2000;0;0;0;inverno;não;sim;107
sab;22;-9.7;45;3;2000;0;0;0;inverno;não;sim;92
sab;23;-10;48;2.6;2000;0;0;0;inverno;não;sim;91
dom;0;-10.4;49;2.4;2000;0;0;0;inverno;não;sim;98
dom;1;-10.5;48;3.1;2000;0;0;0;inverno;não;sim;90
dom;2;-10.5;49;2;2000;0;0;0;inverno;não;sim;60
dom;3;-10.6;47;3.7;2000;0;0;0;inverno;não;sim;54
dom;4;-11.2;47;2.3;2000;0;0;0;inverno;não;sim;35
dom;5;-11.5;51;3.3;1996;0;0;0;inverno;não;sim;21
dom;6;-11.8;54;2.4;1917;0;0;0;inverno;não;sim;23
dom;7;-12.4;54;2.5;1790;0;0;0;inverno;não;sim;34
dom;8;-12.8;56;2.4;1507;0.02;0;0;inverno;não;sim;70
dom;9;-12.4;51;3.8;1415;0.38;0;0;inverno;não;sim;97
dom;10;-11.2;43;3.5;1359;1.04;0;0;inverno;não;sim;103
dom;11;-9.7;37;2.8;1436;1.57;0;0;inverno;não;sim;115
dom;12;-8.3;32;1.8;1295;1.99;0;0;inverno;não;sim;165
dom;13;-8.3;34;4;1561;2.22;0;0;inverno;não;sim;152
dom;14;-7.4;33;4;1713;2.17;0;0;inverno;não;sim;177
dom;15;-6.4;30;4.9;1939;1.89;0;0;inverno;não;sim;190
dom;16;-5.4;29;3.6;1979;1.4;0;0;inverno;não;sim;181
dom;17;-5.9;27;3.6;1974;0.81;0;0;inverno;não;sim;184
dom;18;-7;26;4.1;2000;0.16;0;0;inverno;não;sim;154
dom;19;-7.7;31;3.3;2000;0;0;0;inverno;não;sim;124
dom;20;-8.2;28;3.5;2000;0;0;0;inverno;não;sim;98
dom;21;-8.9;35;3.2;2000;0;0;0;inverno;não;sim;107
dom;22;-9.7;45;1.3;2000;0;0;0;inverno;não;sim;78
dom;23;-10.3;48;2;2000;0;0;0;inverno;não;sim;77
seg;0;-10.5;52;2.4;2000;0;0;0;inverno;não;sim;82
seg;1;-11.2;54;1;2000;0;0;0;inverno;não;sim;52
seg;2;-11.2;55;1.5;2000;0;0;0;inverno;não;sim;39
seg;3;-11.3;54;0.6;2000;0;0;0;inverno;não;sim;33
seg;4;-11.7;51;1.2;2000;0;0;0;inverno;não;sim;20
seg;5;-11.6;45;2.4;2000;0;0;0;inverno;não;sim;37
seg;6;-11.5;40;2.3;2000;0;0;0;inverno;não;sim;110
seg;7;-11.6;44;1.6;2000;0;0;0;inverno;não;sim;227
seg;8;-11.5;40;2.8;2000;0.02;0;0;inverno;não;sim;433
seg;9;-11.1;38;2.4;1945;0.43;0;0;inverno;não;sim;216
seg;10;-9.6;32;3.7;2000;1.14;0;0;inverno;não;sim;123
seg;11;-8.5;27;4.7;1894;1.73;0;0;inverno;não;sim;156
seg;12;-7.8;28;4.1;2000;2.12;0;0;inverno;não;sim;157
seg;13;-7;25;4.2;1999;2.29;0;0;inverno;não;sim;169
seg;14;-6.4;24;4.6;1970;2.23;0;0;inverno;não;sim;170
seg;15;-5.7;25;4.4;1995;1.94;0;0;inverno;não;sim;169
seg;16;-5.4;25;3.4;1985;1.44;0;0;inverno;não;sim;199
seg;17;-6.4;28;4.5;2000;0.81;0;0;inverno;não;sim;225
seg;18;-7.6;29;3.5;2000;0.16;0;0;inverno;não;sim;388
seg;19;-8.3;29;4.1;2000;0;0;0;inverno;não;sim;246
seg;20;-9.1;35;3.8;2000;0;0;0;inverno;não;sim;206
seg;21;-9.8;41;3.9;1949;0;0;0;inverno;não;sim;177
seg;22;-10.3;43;3.7;1876;0;0;0;inverno;não;sim;183
seg;23;-10.5;47;2.8;1794;0;0;0;inverno;não;sim;115
ter;0;-10.6;47;3.5;1803;0;0;0;inverno;não;sim;126
ter;1;-10.9;36;3.3;2000;0;0;0;inverno;não;sim;87
ter;2;-11.2;36;2.9;1981;0;0;0;inverno;não;sim;59
ter;3;-11.6;35;3.2;1992;0;0;0;inverno;não;sim;36
ter;4;-12;36;2.7;1998;0;0;0;inverno;não;sim;32
ter;5;-12.3;37;2.9;2000;0;0;0;inverno;não;sim;40
ter;6;-12.5;40;3.4;1991;0;0;0;inverno;não;sim;94
ter;7;-12.7;41;3.7;1982;0;0;0;inverno;não;sim;213
ter;8;-12.7;41;3.1;2000;0.02;0;0;inverno;não;sim;438
ter;9;-12.3;39;3.7;1984;0.45;0;0;inverno;não;sim;217
ter;10;-11.3;35;4.2;1848;1.15;0;0;inverno;não;sim;128
ter;11;-9.9;32;3.3;1863;1.72;0;0;inverno;não;sim;175
ter;12;-8.2;31;2.7;1858;2.09;0;0;inverno;não;sim;172
ter;13;-7.5;28;4.3;1904;2.3;0;0;inverno;não;sim;165
ter;14;-7;26;4.4;1986;2.24;0;0;inverno;não;sim;147
ter;15;-5.9;25;3.1;1936;1.93;0;0;inverno;não;sim;171
ter;16;-5.9;24;3.5;2000;1.44;0;0;inverno;não;sim;175
ter;17;-6.6;29;2.5;2000;0.68;0;0;inverno;não;sim;227
ter;18;-7.6;36;3.3;2000;0.11;0;0;inverno;não;sim;392
ter;19;-8.4;37;4;2000;0;0;0;inverno;não;sim;251
ter;20;-9.6;34;2.6;2000;0;0;0;inverno;não;sim;193
ter;21;-10.6;39;3.1;2000;0;0;0;inverno;não;sim;175
ter;22;-11.1;43;1.8;1960;0;0;0;inverno;não;sim;169
ter;23;-11.8;46;1.1;1860;0;0;0;inverno;não;sim;106
qua;0;-12.3;47;0.4;1848;0;0;0;inverno;não;sim;116
qua;1;-12.3;47;1.9;1837;0;0;0;inverno;não;sim;96
qua;2;-12.5;50;1;1722;0;0;0;inverno;não;sim;83
qua;3;-12.5;49;1.5;1885;0;0;0;inverno;não;sim;51
qua;4;-13.1;54;0.7;1369;0;0;0;inverno;não;sim;34
qua;5;-13;53;0.7;1810;0;0;0;inverno;não;sim;45
qua;6;-13.2;50;0.5;1873;0;0;0;inverno;não;sim;92
qua;7;-13.2;56;0.9;1665;0;0;0;inverno;não;sim;214
qua;8;-13.3;60;0.6;1598;0.02;0;0;inverno;não;sim;469
qua;9;-12;50;1.3;1523;0.43;0;0;inverno;não;sim;237
qua;10;-9.6;39;0.7;1580;1.06;0;0;inverno;não;sim;155
qua;11;-7;28;3.3;1829;1.56;0;0;inverno;não;sim;176
qua;12;-6;24;2.6;1964;1.97;0;0;inverno;não;sim;188
qua;13;-4.5;23;2.6;1937;2.12;0;0;inverno;não;sim;228
qua;14;-3.5;20;1.5;1976;2.02;0;0;inverno;não;sim;199
qua;15;-2.1;20;2.3;1961;1.87;0;0;inverno;não;sim;221
qua;16;-1.7;18;2;1919;1.41;0;0;inverno;não;sim;240
qua;17;-2.3;20;2.2;1994;0.77;0;0;inverno;não;sim;320
qua;18;-4;27;2.5;2000;0.16;0;0;inverno;não;sim;448
qua;19;-5.2;33;2.6;2000;0;0;0;inverno;não;sim;280
qua;20;-5.8;44;2.1;1994;0;0;0;inverno;não;sim;218
qua;21;-6.3;48;2.2;1965;0;0;0;inverno;não;sim;223
qua;22;-6.8;50;1.7;1856;0;0;0;inverno;não;sim;200
qua;23;-7.6;50;1;1839;0;0;0;inverno;não;sim;164
qui;0;-8.2;50;1.1;1850;0;0;0;inverno;não;sim;136
qui;1;-8.5;60;1.2;1908;0;0;0;inverno;não;sim;126
qui;2;-8.3;65;0.4;1750;0;0;0;inverno;não;sim;103
qui;3;-8.6;64;0.9;1754;0;0;0;inverno;não;sim;57
qui;4;-9;54;0.6;1833;0;0;0;inverno;não;sim;46
qui;5;-9;56;0.4;1678;0;0;0;inverno;não;sim;39
qui;6;-9.3;61;0.7;1684;0;0;0;inverno;não;sim;99
qui;7;-9.6;67;1;1503;0;0;0;inverno;não;sim;255
qui;8;-9.7;65;0.8;1508;0.02;0;0;inverno;não;sim;507
qui;9;-8.5;55;1;1482;0.4;0;0;inverno;não;sim;270
qui;10;-6.3;46;1.3;1346;1.01;0;0;inverno;não;sim;160
qui;11;-3.1;39;1.2;1495;1.54;0;0;inverno;não;sim;217
qui;12;-1.5;35;1.2;1551;1.9;0;0;inverno;não;sim;253
qui;13;0.3;30;1.4;1697;2.11;0;0;inverno;não;sim;270
qui;14;0.9;25;2.4;1730;2.09;0;0;inverno;não;sim;253
qui;15;1.4;25;2.2;1686;1.81;0;0;inverno;não;sim;286
qui;16;2;25;2.3;1755;1.3;0;0;inverno;não;sim;284
qui;17;1.5;24;1.9;1788;0.72;0;0;inverno;não;sim;337
qui;18;-0.5;26;1.7;1999;0.15;0;0;inverno;não;sim;564
qui;19;-1.8;35;1.4;1558;0;0;0;inverno;não;sim;378
qui;20;-2.8;40;1.5;1593;0;0;0;inverno;não;sim;277
qui;21;-3.3;42;1.1;1596;0;0;0;inverno;não;sim;268
qui;22;-3.9;41;0.4;1462;0;0;0;inverno;não;sim;233
qui;23;-4.3;44;0.7;1247;0;0;0;inverno;não;sim;195
sex;0;-4.6;38;0.1;1551;0;0;0;inverno;não;sim;178
sex;1;-4.8;44;1.1;1432;0;0;0;inverno;não;sim;159
sex;2;-5.1;47;0.9;1460;0;0;0;inverno;não;sim;107
sex;3;-5.2;48;0.7;1309;0;0;0;inverno;não;sim;78
sex;4;-4.4;47;0.9;1343;0;0;0;inverno;não;sim;46
sex;5;-4.2;44;1.1;1196;0;0;0;inverno;não;sim;36
sex;6;-4;41;0.8;1242;0;0;0;inverno;não;sim;117
sex;7;-3.6;42;0.9;1258;0;0;0;inverno;não;sim;273
sex;8;-3.3;39;0.9;1279;0.02;0;0;inverno;não;sim;589
sex;9;-2.4;36;1.2;1276;0.2;0;0;inverno;não;sim;308
sex;10;-1.3;34;0.5;1192;0.32;0;0;inverno;não;sim;199
sex;11;-0.2;31;0.8;1269;0.5;0;0;inverno;não;sim;238
sex;12;1.6;28;0.5;1193;0.88;0;0;inverno;não;sim;260
sex;13;2.6;27;0.8;1120;0.82;0;0;inverno;não;sim;268
sex;14;4;25;0.9;1009;1.06;0;0;inverno;não;sim;283
sex;15;5;24;1;1037;1.16;0;0;inverno;não;sim;315
sex;16;6;28;1.7;1183;1.03;0;0;inverno;não;sim;319
sex;17;4.8;38;3;1582;0.47;0;0;inverno;não;sim;422
sex;18;4.1;40;2.1;1327;0.1;0;0;inverno;não;sim;659
sex;19;3.3;58;1.7;1024;0;0;0;inverno;não;sim;407
sex;20;3;61;1.9;842;0;0;0;inverno;não;sim;308
sex;21;2.9;63;1;786;0;0;0;inverno;não;sim;243
sex;22;2.5;66;1.1;759;0;0;0;inverno;não;sim;263
sex;23;2;70;0.7;689;0;0;0;inverno;não;sim;193
sab;0;1.5;71;1.1;590;0;0;0;inverno;não;sim;197
sab;1;1.7;71;1.2;584;0;0;0;inverno;não;sim;237
sab;2;1.9;71;1.5;584;0;0;0;inverno;não;sim;169
sab;3;2;71;1.2;534;0;0;0;inverno;não;sim;145
sab;4;1.9;74;1.2;514;0;0;0;inverno;não;sim;79
sab;5;1.8;75;2;484;0;0;0;inverno;não;sim;41
sab;6;1.6;78;1.6;448;0;0;0;inverno;não;sim;48
sab;7;1.6;81;1.4;393;0;0;0;inverno;não;sim;97
sab;8;1.6;82;1.3;349;0.01;0;0;inverno;não;sim;188
sab;9;1.6;78;2;260;0.17;0;0;inverno;não;sim;222
sab;10;1.8;73;2.8;270;0.69;0;0;inverno;não;sim;223
sab;11;2.6;62;2.9;294;1.12;0;0;inverno;não;sim;235
sab;12;2.9;53;4.7;354;1.37;0;0;inverno;não;sim;248
sab;13;2.8;31;4;967;1.42;0;0;inverno;não;sim;296
sab;14;2.2;24;4.5;1700;1.66;0;0;inverno;não;sim;286
sab;15;2;20;4.1;1942;1.49;0;0;inverno;não;sim;277
sab;16;0.3;17;4.9;2000;0.87;0;0;inverno;não;sim;291
sab;17;-0.9;19;5;2000;0.48;0;0;inverno;não;sim;277
sab;18;-2;15;5.6;2000;0.13;0;0;inverno;não;sim;216
sab;19;-3.1;14;5.1;2000;0;0;0;inverno;não;sim;151
sab;20;-4.4;19;5.8;2000;0;0;0;inverno;não;sim;132
sab;21;-5.6;28;4.1;2000;0;0;0;inverno;não;sim;124
sab;22;-6.2;32;3.5;2000;0;0;0;inverno;não;sim;128
sab;23;-6.7;35;2.1;2000;0;0;0;inverno;não;sim;118
dom;0;-6.9;36;2.1;2000;0;0;0;inverno;não;sim;112
dom;1;-7;38;2.6;2000;0;0;0;inverno;não;sim;95
dom;2;-7;42;1.6;2000;0;0;0;inverno;não;sim;93
dom;3;-7.2;43;2;2000;0;0;0;inverno;não;sim;58
dom;4;-7.5;42;2.4;1998;0;0;0;inverno;não;sim;34
dom;5;-7.8;39;2.8;2000;0;0;0;inverno;não;sim;19
dom;6;-8.4;33;1.4;1963;0;0;0;inverno;não;sim;39
dom;7;-9.2;34;2;1945;0;0;0;inverno;não;sim;40
dom;8;-9.4;29;1.9;1967;0.03;0;0;inverno;não;sim;81
dom;9;-8.6;28;1.5;1786;0.49;0;0;inverno;não;sim;126
dom;10;-6.9;21;3.4;1827;1.16;0;0;inverno;não;sim;130
dom;11;-5;25;3.2;1853;1.75;0;0;inverno;não;sim;155
dom;12;-3.9;28;2.9;1921;2.12;0;0;inverno;não;sim;174
dom;13;-2.4;28;3;1953;2.35;0;0;inverno;não;sim;212
dom;14;-2.2;29;4.1;1983;1.93;0;0;inverno;não;sim;191
dom;15;-2.6;31;2.7;1987;1.36;0;0;inverno;não;sim;181
dom;16;-3.6;36;4.4;2000;0.67;0;0;inverno;não;sim;175
dom;17;-4.2;47;2.7;2000;0.31;0;0;inverno;não;sim;198
dom;18;-4.6;56;3.6;2000;0.09;0;0;inverno;não;sim;150
dom;19;-5.2;66;3.1;2000;0;0;0;inverno;não;sim;147
dom;20;-5.7;67;2.6;2000;0;0;0;inverno;não;sim;127
dom;21;-5.6;69;2.2;1984;0;0;0;inverno;não;sim;119
dom;22;-5.8;57;3.2;1980;0;0;0;inverno;não;sim;103
dom;23;-7;49;3.4;1984;0;0;0;inverno;não;sim;91
seg;0;-7.7;52;3.2;1982;0;0;0;inverno;não;sim;103
seg;1;-7.9;52;3.7;1961;0;0;0;inverno;não;sim;69
seg;2;-8.3;49;2.7;2000;0;0;0;inverno;não;sim;45
seg;3;-8.5;35;2.7;2000;0;0;0;inverno;não;sim;21
seg;4;-8.6;31;3.5;2000;0;0;0;inverno;não;sim;33
seg;5;-9.2;37;1.1;2000;0;0;0;inverno;não;sim;30
seg;6;-9.5;36;1.5;2000;0;0;0;inverno;não;sim;109
seg;7;-9.5;35;1.1;2000;0;0;0;inverno;não;sim;236
seg;8;-9.1;33;2.1;1998;0.03;0;0;inverno;não;sim;517
seg;9;-8.4;28;2.2;1947;0.49;0;0;inverno;não;sim;262
seg;10;-6.7;23;2.4;1938;1.25;0;0;inverno;não;sim;161
seg;11;-6.1;25;2.8;1976;1.28;0;0;inverno;não;sim;190
seg;12;-4.6;32;4.2;1874;1.43;0;0;inverno;não;sim;202
seg;13;-2.7;29;2.9;1961;2.29;0;0;inverno;não;sim;246
seg;14;-2.4;30;3.4;1824;2.08;0;0;inverno;não;sim;182
seg;15;-2.1;30;3.9;1933;2.22;0;0;inverno;não;sim;228
seg;16;-2.4;33;4.5;1815;1.55;0;0;inverno;não;sim;239
seg;17;-3.1;36;4.4;1988;0.89;0;0;inverno;não;sim;288
seg;18;-4.4;46;3.5;2000;0.23;0;0;inverno;não;sim;475
seg;19;-4.9;52;2;2000;0;0;0;inverno;não;sim;340
seg;20;-4.7;55;1.7;2000;0;0;0;inverno;não;sim;244
seg;21;-4.3;59;3;1239;0;0;0;inverno;não;sim;253
seg;22;-4.2;57;1.7;2000;0;0;0;inverno;não;sim;200
seg;23;-4.4;58;2.4;2000;0;0;0;inverno;não;sim;140
ter;0;-5;60;1.8;1995;0;0;0;inverno;não;sim;158
ter;1;-5.5;60;1.3;1994;0;0;0;inverno;não;sim;146
ter;2;-6;58;2;2000;0;0;0;inverno;não;sim;106
ter;3;-6.2;61;1.3;1992;0;0;0;inverno;não;sim;70
ter;4;-6.4;62;1.8;1978;0;0;0;inverno;não;sim;46
ter;5;-6.7;64;1.6;1981;0;0;0;inverno;não;sim;51
ter;6;-7.1;70;1;1977;0;0;0;inverno;não;sim;96
ter;7;-7.2;70;1.9;1946;0;0;0;inverno;não;sim;294
ter;8;-7.1;68;0.6;1931;0.03;0;0;inverno;não;sim;568
ter;9;-5.9;52;1.4;1935;0.53;0;0;inverno;não;sim;285
ter;10;-2.4;41;1.5;1905;1.19;0;0;inverno;não;sim;200
ter;11;-0.3;40;3.4;1728;1.73;0;0;inverno;não;sim;252
ter;12;1;41;3.3;1794;2.11;0;0;inverno;não;sim;281
ter;13;2.6;40;3.5;1854;2.28;0;0;inverno;não;sim;256
ter;14;3.7;39;3.8;1908;2.19;0;0;inverno;não;sim;300
ter;15;3.7;40;5.3;1950;1.96;0;0;inverno;não;sim;295
ter;16;3.9;41;4;1973;1.24;0;0;inverno;não;sim;328
ter;17;3.5;46;3.1;1992;0.39;0;0;inverno;não;sim;410
ter;18;3.1;50;3.7;2000;0.07;0;0;inverno;não;sim;604
ter;19;2.4;57;3.2;1995;0;0;0;inverno;não;sim;406
ter;20;2.3;59;3.8;1981;0;0;0;inverno;não;sim;323
ter;21;2.6;57;3.8;2000;0;0;0;inverno;não;sim;290
ter;22;2.6;57;3.1;2000;0;0;0;inverno;não;sim;291
ter;23;2.4;59;3.2;2000;0;0;0;inverno;não;sim;211
qua;0;2;65;2.2;1885;0;0;0;inverno;não;sim;178
qua;1;1.3;67;1.2;1738;0;0;0;inverno;não;sim;213
qua;2;1.2;64;0.9;1680;0;0;0;inverno;não;sim;129
qua;3;1.1;65;1;1596;0;0;0;inverno;não;sim;101
qua;4;1.1;67;1.7;1506;0;0;0;inverno;não;sim;51
qua;5;1;68;0.6;1519;0;0;0;inverno;não;sim;56
qua;6;1.1;66;0.9;1550;0;0;0;inverno;não;sim;108
qua;7;1.3;66;1.1;1534;0;0;0;inverno;não;sim;292
qua;8;2.1;65;1.1;1559;0.01;0;0;inverno;não;sim;606
qua;9;3.9;64;2.9;1483;0.18;0;0;inverno;não;sim;326
qua;10;5.2;65;3.9;1313;0.56;0;0;inverno;não;sim;241
qua;11;6.3;67;3.5;1179;0.52;0;0;inverno;não;sim;288
qua;12;6.9;67;3.9;986;0.42;0;0;inverno;não;sim;312
qua;13;7.2;65;3.8;773;0.61;0;0;inverno;não;sim;349
qua;14;7.8;57;3.5;675;1.34;0;0;inverno;não;sim;398
qua;15;8.7;48;4.1;767;1.68;0;0;inverno;não;sim;461
qua;16;8;36;3.5;1013;1.09;0;0;inverno;não;sim;447
qua;17;6.6;34;2.8;1300;0.42;0;0;inverno;não;sim;484
qua;18;5.1;34;2.3;1440;0.09;0;0;inverno;não;sim;559
qua;19;3.9;37;1.4;1417;0;0;0;inverno;não;sim;316
qua;20;2.8;29;2.8;1473;0;0;0;inverno;não;sim;262
qua;21;1.7;27;3.1;1734;0;0;0;inverno;não;sim;216
qua;22;0.3;33;4;1436;0;0;0;inverno;não;sim;218
qua;23;-0.3;35;2.1;1577;0;0;0;inverno;não;sim;160
qui;0;-0.7;37;3.5;1716;0;0;0;inverno;sim;sim;126
qui;1;-1.1;38;2.8;1999;0;0;0;inverno;sim;sim;123
qui;2;-1.2;35;2.2;2000;0;0;0;inverno;sim;sim;112
qui;3;-1.4;34;2.1;2000;0;0;0;inverno;sim;sim;74
qui;4;-1.9;34;3;2000;0;0;0;inverno;sim;sim;58
qui;5;-2.4;33;3.1;2000;0;0;0;inverno;sim;sim;32
qui;6;-2.6;38;1;2000;0;0;0;inverno;sim;sim;39
qui;7;-3;40;0.9;2000;0;0;0;inverno;sim;sim;55
qui;8;-3;38;1;2000;0;0;0;inverno;sim;sim;112
qui;9;-3.5;30;1.5;1980;0;0;0;inverno;sim;sim;112
qui;10;-1.6;26;1.9;1980;1.29;0;0;inverno;sim;sim;127
qui;11;0.1;22;2;2000;1.84;0;0;inverno;sim;sim;170
qui;12;1.7;20;3;1983;2.28;0;0;inverno;sim;sim;174
qui;13;2.2;18;3.4;1942;2.3;0;0;inverno;sim;sim;240
qui;14;2.9;14;4.3;2000;2.29;0;0;inverno;sim;sim;270
qui;15;3.8;17;3.2;2000;1.97;0;0;inverno;sim;sim;276
qui;16;3.2;16;3;2000;1.45;0;0;inverno;sim;sim;273
qui;17;2.4;17;3.1;1990;0.78;0;0;inverno;sim;sim;236
qui;18;1.1;18;2.5;2000;0.2;0;0;inverno;sim;sim;190
qui;19;0.1;21;2.9;2000;0;0;0;inverno;sim;sim;166
qui;20;-0.4;27;2.2;2000;0;0;0;inverno;sim;sim;148
qui;21;-1.1;32;2.4;2000;0;0;0;inverno;sim;sim;134
qui;22;-1.9;30;0.8;2000;0;0;0;inverno;sim;sim;145
qui;23;-2.5;31;1.4;1996;0;0;0;inverno;sim;sim;92
sex;0;-3.3;35;1.8;1977;0;0;0;inverno;sim;sim;105
sex;1;-3.6;35;2;1943;0;0;0;inverno;sim;sim;77
sex;2;-4.1;38;1.2;1996;0;0;0;inverno;sim;sim;47
sex;3;-4.4;37;1.7;1989;0;0;0;inverno;sim;sim;36
sex;4;-4.5;42;1.4;1944;0;0;0;inverno;sim;sim;35
sex;5;-5;44;0.9;1976;0;0;0;inverno;sim;sim;28
sex;6;-5.2;42;0.7;1980;0;0;0;inverno;sim;sim;30
sex;7;-5.4;41;0.3;2000;0;0;0;inverno;sim;sim;49
sex;8;-5.4;38;0.7;2000;0.04;0;0;inverno;sim;sim;68
sex;9;-4.3;33;0.7;1923;0.6;0;0;inverno;sim;sim;48
sex;10;-1.3;32;1.5;1933;1.24;0;0;inverno;sim;sim;78
sex;11;1;25;1.4;1782;1.7;0;0;inverno;sim;sim;93
sex;12;2.2;19;1.4;1946;2.01;0;0;inverno;sim;sim;137
sex;13;3.5;17;3.2;1971;2.2;0;0;inverno;sim;sim;169
sex;14;4.2;18;3.3;1976;2.25;0;0;inverno;sim;sim;196
sex;15;4;26;3.5;2000;1.75;0;0;inverno;sim;sim;243
sex;16;3.3;38;3.8;1921;1.33;0;0;inverno;sim;sim;189
sex;17;2.5;48;4.2;1979;0.76;0;0;inverno;sim;sim;210
sex;18;1.4;56;3.2;1932;0.22;0;0;inverno;sim;sim;165
sex;19;0.6;59;2.3;1939;0;0;0;inverno;sim;sim;126
sex;20;0.2;61;1.9;1956;0;0;0;inverno;sim;sim;150
sex;21;0.1;67;2.5;1451;0;0;0;inverno;sim;sim;114
sex;22;-0.6;70;3.4;1204;0;0;0;inverno;sim;sim;116
sex;23;-2;51;3.2;1336;0;0;0;inverno;sim;sim;84
sab;0;-2.7;41;3.2;1695;0;0;0;inverno;sim;sim;79
sab;1;-3.1;36;3.5;2000;0;0;0;inverno;sim;sim;71
sab;2;-3.8;30;3.9;2000;0;0;0;inverno;sim;sim;56
sab;3;-4.5;28;3;2000;0;0;0;inverno;sim;sim;34
sab;4;-5.2;28;2.5;2000;0;0;0;inverno;sim;sim;20
sab;5;-5.7;31;2.3;1999;0;0;0;inverno;sim;sim;14
sab;6;-6.2;32;2.5;2000;0;0;0;inverno;sim;sim;39
sab;7;-6.8;32;1.6;2000;0;0;0;inverno;sim;sim;35
sab;8;-7.1;30;1.7;1991;0.04;0;0;inverno;sim;sim;80
sab;9;-6.5;26;2.4;1874;0.64;0;0;inverno;sim;sim;98
sab;10;-4.3;21;1.4;1908;1.34;0;0;inverno;sim;sim;103
sab;11;-2.8;19;2.6;1957;1.91;0;0;inverno;sim;sim;155
sab;12;-1.3;17;1.5;1998;2.28;0;0;inverno;sim;sim;183
sab;13;-0.4;15;2.4;1938;2.46;0;0;inverno;sim;sim;193
sab;14;-0.1;15;4;2000;2.39;0;0;inverno;sim;sim;258
sab;15;1;14;4.6;2000;2.12;0;0;inverno;sim;sim;273
sab;16;1.3;15;4.2;2000;1.63;0;0;inverno;sim;sim;267
sab;17;0.6;17;3.3;2000;0.79;0;0;inverno;sim;sim;250
sab;18;-0.3;17;1.9;2000;0.2;0;0;inverno;sim;sim;223
sab;19;-1.5;32;2.5;2000;0;0;0;inverno;sim;sim;169
sab;20;-2.1;38;2;2000;0;0;0;inverno;sim;sim;145
sab;21;-2.3;38;2.3;2000;0;0;0;inverno;sim;sim;133
sab;22;-2.7;42;2.2;2000;0;0;0;inverno;sim;sim;123
sab;23;-2.9;31;3.8;2000;0;0;0;inverno;sim;sim;117
dom;0;-3.6;33;1.7;2000;0;0;0;inverno;não;sim;99
dom;1;-4.4;33;1.4;2000;0;0;0;inverno;não;sim;103
dom;2;-4.7;33;0.1;2000;0;0;0;inverno;não;sim;86
dom;3;-4.5;26;0;2000;0;0;0;inverno;não;sim;56
dom;4;-4.1;27;0.6;2000;0;0;0;inverno;não;sim;37
dom;5;-4;28;0.5;2000;0;0;0;inverno;não;sim;22
dom;6;-4.1;30;1.1;2000;0;0;0;inverno;não;sim;38
dom;7;-4.6;31;1.2;2000;0;0;0;inverno;não;sim;52
dom;8;-4.8;31;0.8;2000;0.02;0;0;inverno;não;sim;92
